kode_kelurahan,kode_kecamatan,kode_kabupaten,kode_provinsi,name
1006,04,75,12,Sumber Mulyorejo (Sumber Mulyo Rejo)
1007,04,75,12,Sumber Karya
1001,05,75,12,Tanah Merah
1002,05,75,12,Binjai Estate
1003,05,75,12,Bhakti Karya
1004,05,75,12,Rambung Dalam
1005,05,75,12,Pujidadi
1006,05,75,12,Tanah Seribu
1007,05,75,12,Rambung Barat
1008,05,75,12,Rambung Timur
1001,01,76,12,Pabatu
1002,01,76,12,Lubuk Baru
1006,01,76,12,Persiakan
1007,01,76,12,Bandar Sono (Bandarsono)
1010,01,76,12,Tualang
1011,01,76,12,Padang Merbau
1012,01,76,12,Lubuk Raya
1004,02,76,12,Rantau Laban
1007,02,76,12,Karya Jaya
1009,02,76,12,Lalang
1010,02,76,12,Tanjung Marulak
1011,02,76,12,Sri Padang
1012,02,76,12,Tanjung Marulak Hilir
1013,02,76,12,Mekar Sentosa
1001,03,76,12,Bagelen
1002,03,76,12,Tambangan
1004,03,76,12,Tebing Tinggi
1006,03,76,12,Satria
1007,03,76,12,Damar Sari
1008,03,76,12,Tambangan Hulu
1009,03,76,12,Deblod Sundoro
1001,04,76,12,Durian
1002,04,76,12,Pelita
1003,04,76,12,Bulian
1004,04,76,12,Berohol
1005,04,76,12,Bandar Sakti
1006,04,76,12,Pinang Mancung
1007,04,76,12,Teluk Karang
1001,05,76,12,Mandailing
1002,05,76,12,Pasar Baru
1003,05,76,12,Pasar Gambir
1004,05,76,12,Badak Bejuang
1005,05,76,12,Bandar Utama
1006,05,76,12,Rambung
1007,05,76,12,Tebing Tinggi Lama
1001,01,77,12,Wek I
1002,01,77,12,Wek II
1003,01,77,12,Wek III
1004,01,77,12,Wek IV
1005,01,77,12,Tanobato (Tano Bato)
1006,01,77,12,Tobat
1007,01,77,12,Batang Ayumi Jae
1008,01,77,12,Batang Ayumi Julu
1009,01,77,12,Sadabuan
1010,01,77,12,Panyanggar
1011,01,77,12,Bonan Dolok
1012,01,77,12,Losung Batu
1013,01,77,12,Timbangan
1014,01,77,12,Bincar
1015,01,77,12,Kantin
1016,01,77,12,Kayu Ombun
1001,02,77,12,Wek V
1002,02,77,12,Wek VI
1003,02,77,12,Losung
1004,02,77,12,Sitamiang
1005,02,77,12,Ujung Padang
1006,02,77,12,Aek Tampang
1007,02,77,12,Padang Matinggi
1008,02,77,12,Silandit
1009,02,77,12,Sidangkal
1010,02,77,12,Hanopan
1011,02,77,12,Padang Matinggi Lestari
1012,02,77,12,Sitamiang Baru
1001,03,77,12,Batunadua Jae
1002,03,77,12,Batunadua Julu
2003,03,77,12,Purwodadi
2004,03,77,12,Gunung Hasahatan
2005,03,77,12,Ujunggurap (Ujung Gurab)
2006,03,77,12,Aek Tuhul
2007,03,77,12,Baruas
2008,03,77,12,Siloting
2009,03,77,12,Aek Bayur
2010,03,77,12,Pudun Jae
2011,03,77,12,Pudun Julu
2012,03,77,12,Batang Bahal
2013,03,77,12,Aek Najaji
2014,03,77,12,Simirik
2015,03,77,12,Bargottopong (Bargot Topong)
1001,04,77,12,Hutaimbaru
1002,04,77,12,Lubuk Raya
1003,04,77,12,Sabungan Jae
1004,04,77,12,Lembah Lubuk Manik
1005,04,77,12,Palopat Maria
2006,04,77,12,Sabungan Sipabangun
2007,04,77,12,Singali
2008,04,77,12,Huta Padang
2009,04,77,12,Partihaman Saroha
2010,04,77,12,Tinjoman Lama
1001,05,77,12,Sihitang
1002,05,77,12,Pijor Koling
2003,05,77,12,Palopat (Pal IV) Pijor Koling
2004,05,77,12,Salambue
2005,05,77,12,Purbatua Pijor Koling
2006,05,77,12,Sigulang
2007,05,77,12,Manunggang Julu
2008,05,77,12,Goti
2009,05,77,12,Manegen
2010,05,77,12,Huta Koje (Huta Koje Pijor Koling)
2011,05,77,12,Hutalimbong (Huta Limbong)
2012,05,77,12,Huta Padang
2013,05,77,12,Perkebunan Pijor Koling
2014,05,77,12,Labuhan Labo
2015,05,77,12,Huta Lombang
2016,05,77,12,Manunggang Jae
2017,05,77,12,Labuhan Rasoki
2018,05,77,12,Tarutung Baru
2001,06,77,12,Joring Lombang
2002,06,77,12,Batu Layan
2003,06,77,12,Simasom
2004,06,77,12,Pintu Langit Jae
2005,06,77,12,Mompang
2006,06,77,12,Rimba Soping
2007,06,77,12,Simatohir
2008,06,77,12,Joring Natobang
1030,01,78,12,Pasar Gunungsitoli (Pasar Gunung Sitoli)
1031,01,78,12,Saombo
1032,01,78,12,Ilir
2001,01,78,12,Bawodesolo (Bawadesolo)
2002,01,78,12,Boyo
2003,01,78,12,Dahadano Gawu Gawu
2004,01,78,12,Dahana Tabaloho
2005,01,78,12,Fadoro Lasara
2006,01,78,12,Hilihao (Hili Hao)
2007,01,78,12,Hilimbaruzo
2008,01,78,12,Hilina'a (Hilina A)
2009,01,78,12,Iraonogeba
2010,01,78,12,Lasara Bahili
2011,01,78,12,Lolowonu Niko'otano (Lelewonu Nikootano)
2012,01,78,12,Madula
2013,01,78,12,Madolaoli
2014,01,78,12,Mudik
2015,01,78,12,Miga
2016,01,78,12,Mo'awo (Moawo)
2017,01,78,12,Ombolata Ulu
2018,01,78,12,Onowaembo (Ono Waembo)
2019,01,78,12,Onozitoli Olora
2020,01,78,12,Onozitoli Sifaoroasi (Siforoasi)
2021,01,78,12,Saewe
2022,01,78,12,Sifalaete Tabaloho
2023,01,78,12,Sifalaete Ulu
2024,01,78,12,Sihare'o II Tabaloho (Sihareo II Tabaloho)
2025,01,78,12,Simandraolo
2026,01,78,12,Sisarahiligamo (Sisarahili Gamo)
2027,01,78,12,Sisarahili Sisambualahe (Sisarahili Sisambalahe)
2028,01,78,12,Sisobahili Tabaloho
2029,01,78,12,Tuhemberua Ulu
2001,02,78,12,Ononamolo I Lot
2002,02,78,12,Fodo
2003,02,78,12,Faekhu
2004,02,78,12,Lolofaoso Tabaloho
2005,02,78,12,Lolomboli
2006,02,78,12,Mazingo Tabaloho
2007,02,78,12,Onozitoli Tabaloho
2008,02,78,12,Lololakha
2009,02,78,12,Sihare'o I Tabaloho (Sihareo I Tabaloho)
2010,02,78,12,Ombolata Simenari (Simanari)
2011,02,78,12,Hiligara
2012,02,78,12,Luahalaraga (Luaha Laraga)
2013,02,78,12,Sisobahili II Tanose'o (Tanoseo)
2014,02,78,12,Hiligodu Ombolata
2015,02,78,12,Tetehosi Ombolata
2001,03,78,12,Afia
2002,03,78,12,Lolo'ana'a Lolomoyo (Loloanaa)
2003,03,78,12,Lasara Sowu
2004,03,78,12,Telukbelukar (Teluk Belukar)
2005,03,78,12,Tetehosi Afia
2006,03,78,12,Hambawa
2007,03,78,12,Gawu-Gawu Bo'uso (Gawu Gawu Bouso / Bauso)
2008,03,78,12,Olora
2009,03,78,12,Hilimbowo Olora
2010,03,78,12,Hiligodu Ulu
2001,04,78,12,Sifalaete
2002,04,78,12,Hilimbawodesolo (Hilimbawo Desolo)
2003,04,78,12,Dahana
2004,04,78,12,Bawodesolo
2005,04,78,12,Tuhegeo I
2006,04,78,12,Simanaere
2007,04,78,12,Humene
2008,04,78,12,Siwalubanua II
2009,04,78,12,Helefanikha
2010,04,78,12,Tetehosi I
2011,04,78,12,Fowa
2012,04,78,12,Binaka
2013,04,78,12,Idanotae
2014,04,78,12,Tetehosi II
2015,04,78,12,Lolo'ana'a Idanoi (Loloanaa Idanoi)
2016,04,78,12,Siwalubanua I
2017,04,78,12,Hilihambawa
2018,04,78,12,Awa'ai (Awaai)
2019,04,78,12,Lewuoguru Idanoi
2020,04,78,12,Fadoro
2021,04,78,12,Hiliweto Idanoi
2022,04,78,12,Hilimbowo Idanoi
2023,04,78,12,Onowaembo
2024,04,78,12,Ombolata
2025,04,78,12,Samasi
2026,04,78,12,Tuhegeo II
2001,05,78,12,Nazalou Alo'oa
2002,05,78,12,Niko'otano Dao
2003,05,78,12,Iraonolase (Irano Lase / Iraono Lase)
2004,05,78,12,Orahili Tanose'o
2005,05,78,12,Tarakhaini
2006,05,78,12,Fadoro Hilimbowo
2007,05,78,12,Fadoro You
2008,05,78,12,Lololawa
2009,05,78,12,Nazalou Lolowua
2001,06,78,12,Tumori
2002,06,78,12,Tumori Balohili
2003,06,78,12,Orahili Tumori
2004,06,78,12,Gada
2005,06,78,12,Lolomoyo Tuhemberua
2006,06,78,12,Sihare'o Siwahili (Sihareo Siwahili)
2007,06,78,12,Hilinakhe
2008,06,78,12,Onozikho
2009,06,78,12,Ononamolo II Lot (Ononamolo II)
2001,01,01,13,Inderapura
2002,01,01,13,Muaro Sakai Inderapura
2003,01,01,13,Tiga Sepakat Inderapura
2004,01,01,13,Indrapura/Inderapura Barat
2005,01,01,13,Kudo-Kudo Inderapura
2006,01,01,13,Indrapura/Inderapura Selatan
2009,01,01,13,Simpang Lama Inderapura
2010,01,01,13,Tigo Sungai Inderapura (Tigosungai Inderapura)
2011,01,01,13,Tluk Amplu Inderapura
2012,01,01,13,Indrapura/Inderapura Tengah
2001,02,01,13,Pelangai
2002,02,01,13,Sungai Tunu
2003,02,01,13,Sungai Tunu Utara (Sungaitunu Utara)
2004,02,01,13,Sungai Tunu Barat (Sungaitunu Barat)
2005,02,01,13,Nyiur Melambai Pelangai (Nyiur Malambai Pelangai)
2006,02,01,13,Sungai Liku Pelangai (Sungailiku Pelangai)
2007,02,01,13,Koto VIII Pelangai
2008,02,01,13,Pelangai Gadang (Palangai Gadang)
2009,02,01,13,Pelangai Kaciak
2010,02,01,13,Pasia Pelangai (Pasia Palangai)
2001,03,01,13,Kambang
2002,03,01,13,Lakitan
2003,03,01,13,Kambang Utara
2004,03,01,13,Kambang Timur
2005,03,01,13,Kambang Barat
2006,03,01,13,Lakitan Utara
2007,03,01,13,Lakitan Selatan
2008,03,01,13,Lakitan Timur
2009,03,01,13,Lakitan Tengah
2001,04,01,13,IV Koto Hilie
2002,04,01,13,IV Koto Mudiek
2003,04,01,13,Taluak
2004,04,01,13,Koto Nan Duo IV Koto Hilie
2005,04,01,13,Koto Nan Tigo IV Koto Hilie
2006,04,01,13,Teratak Tempatih IV Koto Mudiek
2007,04,01,13,Tuik IV Koto Mudiek
2008,04,01,13,Sungai Nyalo IV Koto Mudiek (Sungainyalo)
2009,04,01,13,Taluk Tigo Sakato
2001,05,01,13,Painan
2002,05,01,13,Tambang
2003,05,01,13,Salido
2004,05,01,13,Lumpo
2005,05,01,13,Bunga Pasang Salido
2006,05,01,13,Sago Salido
2007,05,01,13,Salido Sari Bulan
2008,05,01,13,Koto Rawang
2009,05,01,13,Limau Gadang Lumpo
2010,05,01,13,Batu Kunik Lumpo
2011,05,01,13,Taratak Tangah Lumpo
2012,05,01,13,Ampuan Lumpo
2013,05,01,13,Ampang Tareh Lumpo
2014,05,01,13,Balai Sinayan Lumpo
2015,05,01,13,Sungai Gayo Lumpo (Sungaigayo Lumpo)
2016,05,01,13,Sungai Sariak Lumpo (Sungaisariak Lumpo)
2017,05,01,13,Bukik Kaciak Lumpo (Sungaibukik Kaciak Lumpo)
2018,05,01,13,Gunung Bungkuak Lumpo (Gunungbungkuak Lumpo)
2019,05,01,13,Painan Selatan Painan
2020,05,01,13,Painan Timur Painan
2005,06,01,13,Koto Berapak
2006,06,01,13,Talaok
2007,06,01,13,Pasar Baru
2008,06,01,13,Gurun Panjang
2009,06,01,13,Api-api Pasar Baru
2010,06,01,13,Tanjung Durian Pasar Baru (Tanjungdurian)
2011,06,01,13,Asam Kamba Pasar Baru (Asamkamba Pasar Baru)
2012,06,01,13,Sawah Laweh Pasar Baru (Sawahlaweh Pasar Baru)
2013,06,01,13,Kapeh Panji Jaya Talaok
2014,06,01,13,Aur Begalung Talaok
2015,06,01,13,Kapelgam Koto Berapak
2016,06,01,13,Koto Baru Koto Berapak
2017,06,01,13,Kubang Koto Berapak
2018,06,01,13,Kapujan Koto Berapak
2019,06,01,13,Gurun Panjang Utara
2020,06,01,13,Gurun Panjang Barat
2021,06,01,13,Gurun Panjang Selatan
2001,07,01,13,Siguntur
2002,07,01,13,Sungai Pinang
2003,07,01,13,Duku
2004,07,01,13,Batu Hampa
2005,07,01,13,Nanggalo
2006,07,01,13,Ampang Pulai
2007,07,01,13,Kapuh
2008,07,01,13,Barung-Barung Balantai
2009,07,01,13,Barung Barung Balantai Selatan
2010,07,01,13,Mandeh
2011,07,01,13,Kapuah Utara (Kapuh Utara)
2012,07,01,13,Taratak Sungai Lundang (Taratak Sei Lundang)
2013,07,01,13,Siguntur Tua
2014,07,01,13,Kampung Baru Korong Nan Ampek
2015,07,01,13,Duku Utara
2016,07,01,13,Pulau Karam Ampang Pulai (Pulaukaram)
2017,07,01,13,Jinang Kampung Pansur Ampang Pulai
2018,07,01,13,Cerocok Anau Ampang Pulai
2019,07,01,13,Sungai Nyalo Mudiak Aia (Sungainyalo Mudiak Aia)
2020,07,01,13,Batu Hampar Selatan (Batuhampar Selatan)
2021,07,01,13,Barung-Barung Balantai Timur
2022,07,01,13,Barung-Barung Balantai Tengah
2023,07,01,13,Setara Nanggalo
2001,08,01,13,Taratak
2002,08,01,13,Surantih
2003,08,01,13,Amping Parak
2004,08,01,13,Amping Parak Timur
2005,08,01,13,Koto Taratak
2006,08,01,13,Lansano Taratak
2007,08,01,13,Aur Duri Surantih
2008,08,01,13,Rawang Gunung Malelo Surantih
2009,08,01,13,Koto Nan Tigo Selatan Surantih
2010,08,01,13,Koto Nan Tigo Utara Surantih
2011,08,01,13,Ganting Mudiak Selatan Surantih
2012,08,01,13,Ganting Mudiak Utara Surantih
2001,09,01,13,Punggasan
2002,09,01,13,Air Haji
2003,09,01,13,Punggasan Utara
2004,09,01,13,Punggasan Timur
2005,09,01,13,Padang XI Punggasan
2006,09,01,13,Lagan Mudik Punggasan
2007,09,01,13,Lagan Hilir Punggasan
2008,09,01,13,Air Haji Tenggara
2009,09,01,13,Pasar Lama Muara Air Haji
2010,09,01,13,Pasar Bukit Air Haji
2011,09,01,13,Air Haji Barat
2012,09,01,13,Air Haji Tengah
2013,09,01,13,Rantau Simalenang Air Haji
2014,09,01,13,Muara Gadang Air Haji (Muaragadang Air Haji)
2015,09,01,13,Sungai Sirah Air Haji (Sungaisirah Air Haji)
2016,09,01,13,Muara Kandis Punggasan (Muarakandis Punggasan)
2001,10,01,13,Lunang
2003,10,01,13,Lunang Utara
2004,10,01,13,Lunang Selatan
2005,10,01,13,Lunang Barat
2015,10,01,13,Sindang Lunang
2016,10,01,13,Pondok Parian Lunang
2017,10,01,13,Lunang Tengah
2018,10,01,13,Lunang Satu
2019,10,01,13,Lunang Dua
2020,10,01,13,Lunang Tiga
2001,11,01,13,Tapan
2002,11,01,13,Pasar Tapan
2007,11,01,13,Batang Arah Tapan
2008,11,01,13,Ampang Tulak Tapan
2009,11,01,13,Tanjung Pondok Tapan (Tanjungpondok Tapan)
2010,11,01,13,Batang Betung Tapan
2016,11,01,13,Bukit Buai Tapan (Bukitbuai Tapan)
2017,11,01,13,Riak Danau Tapan (Riakdanau Tapan)
2018,11,01,13,Koto Anau Tapan
2019,11,01,13,Dusun Baru Tapan
2001,12,01,13,Puluik Puluik
2002,12,01,13,Koto Ranah
2003,12,01,13,Muaro Aie
2004,12,01,13,Pancuang Taba (Pancung Taba)
2005,12,01,13,Puluik-Puluik Selatan
2006,12,01,13,Limau Gadang Pancung Taba
2001,13,01,13,Indrapura/Inderapura Utara
2002,13,01,13,Muara Inderapura
2003,13,01,13,Damar Lapan Batang Inderapura
2004,13,01,13,Lalang Panjang Inderapura
2005,13,01,13,Palokan Inderapura
2006,13,01,13,Lubuk Betung Inderapura
2007,13,01,13,Tluk Kualo Inderapura
2008,13,01,13,Tanah Bakali Inderapura
2009,13,01,13,Indrapura/Inderapura Timur
2010,13,01,13,Pulau Rajo Inderapura (Pulaurajo Inderapura)
2001,14,01,13,Sungai Gambir Sako Tapan (Sungaigambir)
2002,14,01,13,Limau Purut Tapan
2003,14,01,13,Talang Balarik Tapan
2004,14,01,13,Tebing Tinggi Tapan
2005,14,01,13,Binjai Tapan
2006,14,01,13,Sungai Pinang Tapan (Sungaipinang Tapan)
2007,14,01,13,Talang Koto Pulai Tapan
2008,14,01,13,Kampung Tengah Tapan
2009,14,01,13,Kubu Tapan (Kobu Tapan)
2010,14,01,13,Simpang Gunung Tapan (Simpanggunung Tapan)
2001,15,01,13,Silaut
2002,15,01,13,Sungai Sirah (Sungaisirah)
2003,15,01,13,Sungai Sarik (Sungaisarik)
2004,15,01,13,Sungai Pulai (Sungaipulai)
2005,15,01,13,Pasir Binjai
2006,15,01,13,Talang Binjai
2007,15,01,13,Durian Seribu
2008,15,01,13,Lubuk Bunta
2009,15,01,13,Air Hitam
2010,15,01,13,Sambungo
2001,03,02,13,Lolo
2002,03,02,13,Surian
2001,04,02,13,Alahan Panjang
2002,04,02,13,Sungai Nanam
2003,04,02,13,Salimpat
2004,04,02,13,Aie Dingin (Aia Dingin)
2001,05,02,13,Supayang
2002,05,02,13,Sirukam
2003,05,02,13,Aie Luo (Aia Luo)
2001,06,02,13,Batu Banyak
2002,06,02,13,Batu Bajanjang
2003,06,02,13,Koto Laweh
2004,06,02,13,Limau Lunggo
2005,06,02,13,Koto Gadang Koto Anau (Koto Anau)
2006,06,02,13,Selayo Tanang B. Sileh (Salayo)
2001,07,02,13,Cupak
2002,07,02,13,Talang
2003,07,02,13,Koto Gadang Guguak
2004,07,02,13,Jawi Jawi
2005,07,02,13,Sungai Janiah
2006,07,02,13,Batang Barus
2007,07,02,13,Aie Batumbuak (Aia Batumbuak)
2008,07,02,13,Koto Gaek Guguk
2001,08,02,13,Muaro Paneh
2002,08,02,13,Kinari
2003,08,02,13,Bukit Tandang
2004,08,02,13,Parambahan
2005,08,02,13,Dilam
2001,09,02,13,Taruang Taruang
2002,09,02,13,Siaro Aro
2003,09,02,13,Pianggu
2004,09,02,13,Sungai Durian
2005,09,02,13,Bukik Bais (Bukit Bais)
2006,09,02,13,Sungai Jambur
2007,09,02,13,Guguak Sarai (Guguk Sarai)
2008,09,02,13,Koto Laweh
2009,09,02,13,Indudur
2001,10,02,13,Koto Baru
2002,10,02,13,Selayo
2003,10,02,13,Panyakalan
2004,10,02,13,Gaung
2005,10,02,13,Gantuang Ciri
2006,10,02,13,Saok Laweh
2007,10,02,13,Koto Hilalang
2008,10,02,13,Tanjung Bingkung
2001,11,02,13,Sumani
2002,11,02,13,Tikalak
2003,11,02,13,Koto Sani
2004,11,02,13,Singkarak
2005,11,02,13,Aripan
2006,11,02,13,Kacang
2007,11,02,13,Tanjung Alai
2008,11,02,13,Saniangbaka (Saning Baka)
2001,12,02,13,Sulit Air
2002,12,02,13,Tanjung Balik
2003,12,02,13,Paninjauan
2004,12,02,13,Kuncir
2005,12,02,13,Katialo
2006,12,02,13,Pasilihan
2007,12,02,13,Bukit Kanduang
2008,12,02,13,Sibarambang
2009,12,02,13,Labuh Panjang
2001,13,02,13,Paninggahan
2002,13,02,13,Muaro Pingai
2001,17,02,13,Talang Babungo
2002,17,02,13,Sariak Alahan Tigo (Sarik Alahan Tigo)
2003,17,02,13,Sungai Abu
2001,18,02,13,Rangkiang Luluih
2002,18,02,13,Batu Bajanjang (Batu Banjajang)
2003,18,02,13,Garabak Data
2004,18,02,13,Tanjung Balik Sumiso
2005,18,02,13,Simanau
2001,19,02,13,Simpang Tanjuang Nan Ampek/IV
2002,19,02,13,Kampung Batu Dalam
2001,03,03,13,Timbulun
2002,03,03,13,Tanjung Gadang
2003,03,03,13,Taratak Baru
2004,03,03,13,Pulasan
2005,03,03,13,Langki
2006,03,03,13,Sibakur
2007,03,03,13,Tanjung Lolo
2008,03,03,13,Taratak Baru Utara
2009,03,03,13,Sinyamu
2001,04,03,13,Muaro
2002,04,03,13,Kandang Baru
2003,04,03,13,Silokek
2004,04,03,13,Pematang Panjang
2005,04,03,13,Solok Ambah
2006,04,03,13,Paru
2007,04,03,13,Durian Gadang
2008,04,03,13,Aie Angek
2009,04,03,13,Sijunjung
2001,05,03,13,Palangki
2002,05,03,13,Koto Baru
2003,05,03,13,Muaro Bodi
2004,05,03,13,Mundam Sakti
2005,05,03,13,Koto Tuo
2001,06,03,13,Sungai Lansek
2002,06,03,13,Kamang
2003,06,03,13,Muaro Takuang
2004,06,03,13,Aia Amo
2005,06,03,13,Sungai Batuang
2006,06,03,13,Kunangan Parik Rantang
2007,06,03,13,Tanjung Kaliang
2008,06,03,13,Padang Tarok
2009,06,03,13,Siaur
2010,06,03,13,Lubuk Tarantang
2011,06,03,13,Maloro
2001,07,03,13,Lubuak Tarok
2002,07,03,13,Lalan
2003,07,03,13,Buluah Kasok
2004,07,03,13,Kampung Dalam
2005,07,03,13,Silongo
2006,07,03,13,Latang
2001,08,03,13,Limo Koto
2002,08,03,13,Palaluar
2003,08,03,13,Guguak (Guguk)
2004,08,03,13,Padang Laweh
2005,08,03,13,Tanjung
2006,08,03,13,Bukit Bual
2007,08,03,13,Padang Laweh Selatan
2001,09,03,13,Silantai
2002,09,03,13,Sisawah
2003,09,03,13,Unggan
2004,09,03,13,Tanjung Bonai Aur
2005,09,03,13,Sumpur Kudus
2006,09,03,13,Tamparungo
2007,09,03,13,Kumanis
2008,09,03,13,Mangganti
2009,09,03,13,Sumpur Kudus Selatan
2010,09,03,13,Tanjung Labuah (Tanjuang Labuah)
2011,09,03,13,Tanjung Bonai Aur Selatan
2001,10,03,13,Batu Manjulur
2002,10,03,13,Pamuatan
2003,10,03,13,Padang Sibusuk
2004,10,03,13,Desa Kampung Baru
2001,01,04,13,Tambangan
2002,01,04,13,Jaho
2003,01,04,13,Singgalang
2004,01,04,13,Paninjauan
2005,01,04,13,Panyalaian
2006,01,04,13,Koto Laweh
2007,01,04,13,Aie Angek (Aia/Air Angek)
2008,01,04,13,Pandai Sikek
2009,01,04,13,Koto Baru
2001,02,04,13,Andaleh
2002,02,04,13,Sabu
2003,02,04,13,Batipuh Ateh (Batipuah Ateh)
2004,02,04,13,Batipuah Baruh
2005,02,04,13,Gunung Rajo (Gunuang Rajo)
2006,02,04,13,Pitalah
2007,02,04,13,Tanjung Barulak
2008,02,04,13,Bungo Tanjung/Tanjuang
2001,03,04,13,Simawang
2002,03,04,13,Balimbing
2003,03,04,13,III/Tigo Koto
2004,03,04,13,Padang Magek
2005,03,04,13,Rambatan
2001,04,04,13,Baringin
2002,04,04,13,Lima Kaum (Limo Kaum)
2003,04,04,13,Parambahan
2004,04,04,13,Cubadak
2005,04,04,13,Labuah/Labuh
2001,05,04,13,Tanjung Barulak
2002,05,04,13,Saruaso
2003,05,04,13,Koto Tangah
2004,05,04,13,Pagaruyung (Pagaruyuang)
2001,06,04,13,Taluak
2002,06,04,13,Buo
2003,06,04,13,Tigo Jangko
2004,06,04,13,Pangian
2001,07,04,13,Sungai Patai
2002,07,04,13,Andaleh Baruh Bukik
2003,07,04,13,Tanjung (Tanjuang)
2004,07,04,13,Sungayang
2005,07,04,13,Minang Kabau (Minangkabau)
2001,08,04,13,Simpuruik
2002,08,04,13,Sungai Tarab
2003,08,04,13,Gurun
2004,08,04,13,Talang Tangah
2005,08,04,13,Padang Laweh
2006,08,04,13,Pasie/Pasir Laweh
2007,08,04,13,Koto Tuo
2008,08,04,13,Rao-Rao
2009,08,04,13,Kumango
2010,08,04,13,Koto Baru
2001,09,04,13,Batu Basa
2002,09,04,13,Tabek
2003,09,04,13,Sawah Tangah
2004,09,04,13,Simabur
2005,09,04,13,Pariangan
2006,09,04,13,Sungai Jambu
2001,10,04,13,Sumanik (Sumaniak}
2002,10,04,13,Situmbuk (Situmbuak)
2003,10,04,13,Lawang Mandahiling/Mandahiliang
2004,10,04,13,Supayang
2005,10,04,13,Salimpaung
2006,10,04,13,Tabek Patah
2001,11,04,13,Atar
2002,11,04,13,Padang Ganting
2001,12,04,13,Tanjung Alam
2002,12,04,13,Barulak
2001,13,04,13,Batu Bulek
2002,13,04,13,Balai Tangah
2003,13,04,13,Tanjung/Tanjuang Bonai
2004,13,04,13,Lubuk/Lubuak Jantan
2005,13,04,13,Tapi/Tepi Selo
2001,14,04,13,Batu Taba
2002,14,04,13,Sumpur
2003,14,04,13,Padang Laweh Malalo
2004,14,04,13,Guguak Malalo
2001,01,05,13,Lubuk Alung
2002,01,05,13,Pungguang Kasiak Lubuk Alung
2003,01,05,13,Pasie Laweh Lubuk Alung
2004,01,05,13,Aie Tajun Lubuk Alung
2005,01,05,13,Sikabu Lubuk Alung
2006,01,05,13,Sungai Abang Lubuk Alung
2007,01,05,13,Singguliang Lubuk Alung
2008,01,05,13,Salibutan Lubuk Alung
2009,01,05,13,Nagari Balah Hilia Lubuk Alung
2001,02,05,13,Katapiang
2002,02,05,13,Kasang
2003,02,05,13,Sungai Buluah
2004,02,05,13,Buayan Lubuk Alung
2005,02,05,13,Sungai Buluah Timur
2006,02,05,13,Sungai Buluah Barat
2007,02,05,13,Sungai Buluah Utara
2008,02,05,13,Sungai Buluah Selatan
2001,03,05,13,Kapalo Koto
2002,03,05,13,Pauh Kambar
2003,03,05,13,Padang Bintungan
2004,03,05,13,Kurai Taji
2005,03,05,13,Sunua
2006,03,05,13,Padang Kandang Pulau Air Padang
2007,03,05,13,Sunua Tengah
2008,03,05,13,Sunua Barat
2009,03,05,13,Kurai Taji Timur
2002,04,05,13,Sicincin
2003,04,05,13,Lubuk Pandan
2004,04,05,13,Sungai Asam
2001,05,05,13,Balah Aie
2002,05,05,13,Sungai Sariak
2003,05,05,13,Lurah Ampalu
2004,05,05,13,Lareh Nan Panjang
2005,05,05,13,Lareh Nan Panjang Selatan
2006,05,05,13,Lareh Nan Panjang Barat
2007,05,05,13,Bisati Sungai Sariak
2008,05,05,13,Ambuang Kapua Sungai Sariak
2009,05,05,13,Lareh Nan Panjang Sungai Sariak
2010,05,05,13,Limpato Sungai Sariak
2011,05,05,13,Balah Aie Utara
2012,05,05,13,Balah Aie Timur
2001,06,05,13,Campago
2002,06,05,13,Sikucua
2003,06,05,13,Campago Barat
2004,06,05,13,Campago Selatan
2005,06,05,13,Sikucua Utara
2006,06,05,13,Sikucua Timur
2007,06,05,13,Sikucua Tengah
2008,06,05,13,Sikucua Barat
2001,07,05,13,Kuranji Hulu
2002,07,05,13,Malai III Koto
2003,07,05,13,Batu Gadang Kuranji Hulu
2004,07,05,13,Sungai Sirah Kuranji Hulu
2001,08,05,13,Kuranji Hilir
2002,08,05,13,Pilubang
2003,08,05,13,Guguak Kuranji Hilir
2004,08,05,13,Koto Tinggi Kuranji Hilir
2001,09,05,13,III Koto Aur Malintang
2002,09,05,13,III Koto Aur Malintang Utara
2003,09,05,13,III Koto Aur Malintang Timur
2004,09,05,13,III Koto Aur Malintang Selatan
2005,09,05,13,Balai Baiak Malai III Koto
2001,10,05,13,Tapakih
2002,10,05,13,Ulakan
2003,10,05,13,Padang Toboh Ulakan
2004,10,05,13,Sungai Gimba Ulakan
2005,10,05,13,Seulayat Ulakan
2006,10,05,13,Manggopoh Palak Gadang Ulakan
2007,10,05,13,Sandi Ulakan
2008,10,05,13,Kampuang Gelapuang Ulakan
2001,11,05,13,Sintuak
2002,11,05,13,Toboh Gadang
2003,11,05,13,Toboh Gadang Selatan
2004,11,05,13,Toboh Gadang Barat
2005,11,05,13,Toboh Gadang Timur
2001,12,05,13,Koto Baru
2002,12,05,13,Koto Dalam
2003,12,05,13,Batu Kalang
2004,12,05,13,Koto Dalam Barat
2005,12,05,13,Koto Dalam Selatan
2006,12,05,13,Batu Kalang Utara (Koto Dalam Utara)
2001,13,05,13,Malai V Suku
2002,13,05,13,Gasan Gadang
2003,13,05,13,Malai V Suku Timur
2001,14,05,13,Kudu Gantiang
2002,14,05,13,Limau Puruik
2003,14,05,13,Gunung Padang Alai
2004,14,05,13,Kudu Gantiang Barat
